"aspen.presence","aspen.prob","cell","x","y","tpi3","tpi15","hli","elev","pH","clay","om","thetas","ADI","PRATIO","GSPDD5","GSP","TD","DD_0","RH"
"0",0,30566485,329975,4258965,-0.283722072839737,-6.47973966598511,0.75942999124527,2508.13256835938,7.01919984817505,19.3601512908936,0.307492643594742,0.511800289154053,0.119447343051434,0.594211339950562,246.931015014648,183.185028076172,26.0709342956543,1037.013671875,40.940746307373
"0",0,44619364,302435,4037655,0.0725974515080452,1.94481039047241,0.812082052230835,2191.12426757812,7.49517107009888,19.3866081237793,0.0690099149942398,0.489443153142929,0.121538259088993,0.5715371966362,453.511383056641,215.712982177734,23.4936695098877,395.038299560547,45.1308555603027
"0",0,49644508,451745,3958545,0.0396528355777264,1.76229536533356,0.876031816005707,3222.56103515625,5.86334705352783,14.6945323944092,0.645356118679047,0.518231689929962,0.0334662385284901,0.546390950679779,503.399963378906,516.104309082031,18.1236000061035,703.733947753906,57.7210578918457
"0",0,24864304,454985,4348785,-0.324385941028595,-5.12867307662964,0.832924544811249,3067.666015625,6.20499849319458,14.0387382507324,0.377640455961227,0.522521495819092,0.0356836058199406,0.517490804195404,371.397430419922,427.449249267578,19.2592868804932,866.112426757812,55.8322105407715
"0",0,22303113,376595,4389105,-0.133509770035744,-4.27956485748291,0.89852386713028,2967.26391601562,6.37315464019775,16.311710357666,0.378117769956589,0.519850850105286,0.0446436405181885,0.451791554689407,316.239685058594,317.959320068359,21.6704616546631,981.012023925781,53.0797691345215
"0",0,49541382,428705,3960165,-0.704331517219543,-11.4481086730957,0.919809699058533,3442.52124023438,5.15998697280884,12.394702911377,0.37234702706337,0.491914719343185,0.0290917530655861,0.505604922771454,392.686767578125,491.077087402344,17.7721462249756,834.361511230469,60.8616180419922
"0",0,42357036,375515,4073295,-0.0160023216158152,-2.10797476768494,0.792970240116119,3102.23706054688,6.29427909851074,19.0453948974609,0.401325464248657,0.529622316360474,0.0326693281531334,0.392178297042847,334.985504150391,364.459899902344,19.8014793395996,891.643981933594,55.7784080505371
"0",0,4210250,451025,4674045,0.790066719055176,7.89675283432007,0.642130017280579,2506.73046875,6.32248973846436,22.1571483612061,0.289690554141998,0.512217819690704,0.0597528405487537,0.547103226184845,387.732574462891,319.059661865234,24.4211311340332,989.364318847656,54.7753372192383
"0",0,2524608,476495,4700595,0.540721237659454,0.948167502880096,0.688457012176514,1745.94787597656,6.77085590362549,17.0066509246826,0.200309798121452,0.51298201084137,0.101742833852768,0.700336754322052,582.469665527344,302.36328125,24.4185466766357,499.717529296875,53.3637428283691
"0",0,34905781,474965,4190655,0.176137790083885,4.10541248321533,0.749675393104553,2713.6005859375,6.38131141662598,15.0609331130981,0.571227133274078,0.546485602855682,0.0765899866819382,0.612643539905548,404.82568359375,294.621124267578,19.9382228851318,541.635192871094,52.7541732788086
"0",0,45894344,350585,4017585,0.576205909252167,18.220645904541,0.812648475170135,2400.33959960938,7.04189538955688,18.6028614044189,0.159225583076477,0.492381930351257,0.0938623920083046,0.595765352249146,656.421813964844,301.2529296875,21.1067066192627,275.660430908203,56.545337677002
